query_id,source,p_at_10_RAG,r_at_10_RAG,mrr_at_10_RAG,ndcg_at_10_RAG,p_at_10_GraphRAG,r_at_10_GraphRAG,mrr_at_10_GraphRAG,ndcg_at_10_GraphRAG,delta_p_at_10,delta_r_at_10,delta_mrr_at_10,delta_ndcg_at_10,comparacao,p_at_10_Hibrido,r_at_10_Hibrido,mrr_at_10_Hibrido,ndcg_at_10_Hibrido
84,expression from LLM question,0.2,0.1666666666666666,1.0,0.2267810298462732,0.3,0.25,1.0,0.3933871932358602,0.09999999999999998,0.0833333333333334,0.0,0.16660616338958698,RAG -> GraphRAG,,,,
85,expression from LLM question,0.2,0.1538461538461538,0.25,0.1835873864490863,0.1,0.0769230769230769,0.1428571428571428,0.1081435121599373,-0.1,-0.0769230769230769,-0.1071428571428572,-0.07544387428914899,RAG -> GraphRAG,,,,
86,expression from LLM question,0.1,0.0769230769230769,0.5,0.0704966689099629,0.1,0.0769230769230769,0.125,0.0352483344549814,0.0,0.0,-0.375,-0.035248334454981496,RAG -> GraphRAG,,,,
87,expression from LLM question,0.1,0.0833333333333333,0.1428571428571428,0.1230388707606713,0.1,0.0833333333333333,0.3333333333333333,0.184558306141007,0.0,0.0,0.19047619047619052,0.06151943538033569,RAG -> GraphRAG,,,,
88,expression from LLM question,0.2,0.1538461538461538,0.5,0.2467383411848701,0.2,0.1538461538461538,1.0,0.3910710182681615,0.0,0.0,0.5,0.1443326770832914,RAG -> GraphRAG,,,,
89,expression from LLM question,0.4,0.3333333333333333,0.2,0.2271904044507925,0.4,0.3333333333333333,0.5,0.3161513422525973,0.0,0.0,0.3,0.08896093780180478,RAG -> GraphRAG,,,,
90,expression from LLM question,0.3,0.2,1.0,0.6289020340444773,0.3,0.2,1.0,0.6500494536019111,0.0,0.0,0.0,0.021147419557433822,RAG -> GraphRAG,,,,
91,expression from LLM question,0.3,0.25,0.2,0.098225939091777,0.3,0.25,0.5,0.1481099751583496,0.0,0.0,0.3,0.04988403606657259,RAG -> GraphRAG,,,,
92,expression from LLM question,0.2,0.1818181818181818,1.0,0.7447586667708298,0.2,0.1818181818181818,1.0,0.7447586667708298,0.0,0.0,0.0,0.0,RAG -> GraphRAG,,,,
93,expression from LLM question,0.3,0.25,1.0,0.5812500768186984,0.5,0.4166666666666667,1.0,0.7874074094732795,0.2,0.16666666666666669,0.0,0.20615733265458103,RAG -> GraphRAG,,,,
94,expression from LLM question,0.2,0.1428571428571428,0.5,0.1894092228792138,0.3,0.2142857142857142,0.5,0.1687320820368998,0.09999999999999998,0.0714285714285714,0.0,-0.020677140842314007,RAG -> GraphRAG,,,,
95,expression from LLM question,0.8,0.7272727272727273,1.0,0.8108722789606666,0.9,0.8181818181818182,1.0,0.8989103076425626,0.09999999999999998,0.09090909090909094,0.0,0.08803802868189603,RAG -> GraphRAG,,,,
96,expression from LLM question,0.0,0.0,0.0,0.0,0.1,0.0769230769230769,0.1111111111111111,0.0595985235008673,0.1,0.0769230769230769,0.1111111111111111,0.0595985235008673,RAG -> GraphRAG,,,,
